planet_name,orbital_period,semi_major_axis,planet_mass,planet_radius,stellar_mass,stellar_temp,equilibrium_temp,eccentricity,discovery_method
TOI-4633 c,271.9445,0.847,123,3.2,1.1,5800,NA,0.117,Transit
Gliese 12 b,12.761418,NA,0.95,0.93,0.255,3328,NA,0.24,Transit
TOI-5076 b,23.443162,0.1481,16.14568308,3.48935569,0.789,4780,550,0,Transit
HD 73344 b,15.611,0.131,10.48,2.884,1.2,6252.6,911,0.03,Transit
TIC 393818343 b,16.24921,0.1291,1379.37528638,12.18416202,1.082,5756,805.5,0.6058,Transit
NGTS-26 b,4.5199279,0.049,92.80589484,14.88552637,0.96,5550,1331,0,Transit
NGTS-27 b,3.3704181,0.0446,188.47224535,15.64773706,1.07,5700,1783,0,Transit
TOI-2447 b,69.33684,0.347,124.90656395,9.60609646,1.034,5730,414,0.17,Transit
TOI-406.01,13.175682,0.0809,6.57,2.08,0.408,3392,368,0.056,Transit
TOI-654.01,1.527561,0.01944,8.71,2.378,0.419,3521,794,0,Transit
TOI-1410.01,1.21687,0.0207,12.5,3.10083009,0.7941,4635,1236.7,0,Transit
TOI-4495 c,5.18553,0.06323,23.2,4.03,1.247,6210,1365,0.023,Transit
TOI-5388.01,2.5946748,NA,2.2,0.99,0.292,3440,488,NA,Transit
TOI-782 b,8.0240015,0.0578,19.1,2.734,0.397,3370,435,0.19,Transit
TOI-1448 b,8.112245,0.0567,19.5,2.749,0.372,3412,426,0.36,Transit
TOI-2120 b,5.7998164,0.0377,6.8,2.122,0.211,3131,384,0.32,Transit
TIC 365102760 b,4.21285367,0.0622,19.2,6.21,1.17,4900,NA,0.406,Transit
BD-14 3065 b,4.2889731,0.0656,3932,21.59,1.41,6935,2001,0.066,Transit
TOI-663 b,2.598902,0.0295,4.45,2.27,0.514,3681,674,NA,Transit
TOI-663 c,4.6955507,0.0437,3.65,2.26,0.514,3681,553,NA,Transit
TOI-663 d,7.1027268,0.0576,5.2,1.92,0.514,3681,482,NA,Transit
TOI-2374 b,4.31361,0.0471,56.64,6.81,0.75,4802,885,0.13,Transit
TOI-3071 b,1.266938,0.0249,68.2,7.16,1.29,6177,2155,0.09,Transit
HIP 8152 b,10.751014,0.093,8.9,2.53625843,0.9373,5618,794.96,0,Transit
HIP 8152 c,19.60562,0.139,10.7,2.52442508,0.9373,5618,650.68,0.2,Transit
HD 25463 b,7.0491423,0.076,8.7,2.54535814,1.251,6353,1198.46,0,Transit
HD 25463 c,3.04405,0.0443,4.3,1.36354953,1.251,6353,1585.57,0,Transit
TOI-669 b,3.945152,0.048,10,2.58606487,0.9245,5597,1124.85,0,Transit
HD 6061 b,5.2549,0.06,10,2.42763557,1.0269,5934,1075.31,0,Transit
TOI-762 A b,3.4716826,0.03418,79.77493016,8.33948164,0.442,3266,555.4,0.083,Transit
TIC 46432937 b,1.4404452700000001,0.02065,1017.0509024,13.31626907,0.563,3572,872,0.009,Transit
TOI-329 b,5.70439,0.0638,40.4,4.94057819,1.0678,5614,1213.02,0.39,Transit
TOI-1836 b,20.380799,0.1597,38.45723725,8.00321222,1.307,6380,966,0,Transit
TOI-1836 c,1.7727471,0.03089,8,2.59987579,1.2518,6237,2007.6,0,Transit
TOI-260 b,13.475853,0.0943,4.23,1.71,0.616,4026,493,0,Transit
TOI-1898 b,45.52234,0.269,129,9.39553231,1.2484,6241,674.54,0.485,Transit
TOI-1753 b,5.3846104,0.059,16.6,2.47852533,0.9483,5621,1005.43,0,Transit
TOI-2019 b,15.3444,0.128,34.4,5.33275337,1.1832,5626,917.46,0,Transit
TOI-1823 b,38.8,0.212,67.4,7.5406241,0.8414,4927,423.63,0,Transit
TOI-1472 b,6.36338574,0.064,18.05,4.058,0.87,5100,891,0.041,Transit
TOI-480 b,6.866196,0.077,20.8,2.85372018,1.2793,6174,1198.94,0,Transit
TOI-1173 b,7.06466,0.0696,27.4,9.19,0.911,5350,868,0.023,Transit
TOI-1294 b,3.915292,0.051,63.9,10.12369881,1.1578,5718,1392.74,0,Transit
TOI-1439 b,27.644,0.192,38.5,4.2427861,1.2313,5841,748.4,0.157,Transit
TOI-1794 b,8.765528,0.082,8.7,3.29701268,0.9698,5631,992.91,0,Transit
TOI-1742 b,21.269084,0.154,9.7,2.36507598,1.0861,5815,694.09,0.3,Transit
TOI-1437 b,18.840942,0.14,9.6,2.24,1.1,6008,NA,0.17,Transit
TOI-1279 b,9.61419,0.085,10.6,2.66146528,0.8784,5457,759,0,Transit
TOI-1249 b,13.079151,0.109,11.9,3.2710301,1.0062,5497,726.89,0,Transit
TOI-1443 b,23.540678,0.147,30,2.30381001,0.7663,5224,520.66,0,Transit
TOI-2088 b,124.72997,0.472,37,3.6831179,0.9027,5081,300.33,0,Transit
TOI-1669 c,2.6800535,0.0376,13,2.2963977,0.9867,5497,1285.16,0,Transit
TOI-2128 b,16.34136,0.127,4.5,2.08874836,1.0251,5968,780.53,0,Transit
TOI-1451 b,16.537944,0.127,15.2,2.61143902,1.0022,5801,723.33,0,Transit
TOI-1824 b,22.808533,0.151,16,2.7438269,0.8801,5165,528.67,0,Transit
TOI-1269 b,4.2529913,0.0496,6.4,2.40144286,0.9027,5499,1004.9,0,Transit
TOI-1248 b,4.3601561,0.051,27.4,6.8084859,0.9042,5205,952.09,0,Transit
TOI-1775 b,10.2405549,0.08,96,8.04728896,0.9218,5284,707.89,0,Transit
TOI-1776 b,2.799868,0.0378,1.4,1.21612741,0.9196,5785,1269.21,0,Transit
TIC 241249530 b,165.7719,0.641,1582.78546686,13.29385111,1.271,6166,NA,0.9412,Transit
TOI-3261 b,0.8831331,0.01714,30.3,3.82,0.861,5068,1722,0,Transit
TOI-1855 b,1.36414864,0.02398,360.09958513,18.49481816,0.987,5359,1701,0.033,Transit
TOI-2107 b,2.4545467,0.03515,263.79757781,13.57407563,0.961,5627,1397,0.033,Transit
TOI-2368 b,5.1750073,0.05649,206.58846455,10.83908434,0.897,5360,1000,0.061,Transit
TOI-3321 b,3.6525145,0.047,176.07693748,15.55806521,1.041,5850,1616,0.054,Transit
TOI-3894 b,4.33454,0.05354,260.61929374,15.27784069,1.138,6000,1531,0.05,Transit
TOI-3919 b,7.433234,0.0795,1233.17421916,12.31866979,1.208,6100,1198,0.259,Transit
TOI-4153 b,4.6174141,0.06311,365.50266805,16.11851425,1.572,6860,1669,0.039,Transit
TOI-5232 b,4.0966692,0.05593,743.71847238,12.778238,1.389,6500,1772,0.035,Transit
TOI-5301 b,5.858858,0.073,1182.32167404,13.09208946,1.483,6240,1648,0.33,Transit
TOI-757 b,17.46819,0.122,10.5,2.5,0.8,5278,641,0.39,Transit
TOI-1408 c,2.1664,0.03587,7.6,2.22,1.312,6117,NA,0.1353,Transit Timing Variations
TOI-6255 b,0.23818244,NA,1.44,1.079,0.353,3421,NA,0,Transit
TOI-6029 b,5.7987,NA,519.64944544,14.39233122,1.548,6223,NA,0.091,Transit
TOI-4379 b,3.25352,NA,353.74301699,16.69017226,1.372,6020,NA,0.018,Transit
TOI-2529 b,64.5949,0.327,743.71847238,11.54525012,1.11,5802,636,0.021,Transit
TIC 4672985 b,69.048,0.33,4049.13390518,11.5004142,1.01,5757,517.2,0.018,Transit
K2-419 A b,20.35847252,0.1208,196,10.55,0.562,3711,377,0.042,Transit
TOI-6034 b,2.576184,0.02949,254,11.92,0.514,3635,714,0.04,Transit
TOI-5616 b,2.002849,0.0272,624,10.78,0.666,3996,939,0,Transit
TOI-5634 A b,2.2035373,0.0272,588,10.42,0.556,3896,837,0,Transit
TOI-5218 b,4.291452,0.0469,657,9.86,0.739,4230,783,0,Transit
TOI-2379 b,5.4693827,0.05263,1830.69162432,11.72459381,0.645,3707,624,0.342,Transit
TOI-2384 b,2.13570304,0.02793,624.85064816,11.48920522,0.635,3943,889.7,0,Transit
TOI-3568 b,4.417965,0.0485,26.4,5.3,0.78,4969,899,0.035,Transit
HD 21520 b,25.1292,0.1726,17.7,2.697,1.09,5871,637,0,Transit
TOI-4914 b,10.60057,0.098,227,12.87,1.03,5805,894,0.408,Transit
TOI-2714 b,2.499387,0.036,228,13.72,1.07,5665,1603,0.164,Transit
TOI-2981 b,3.601501,0.048,638,13.4,1.03,5940,1358,0.035,Transit
TOI-286 b,4.5117244,0.0503,4.53,1.42,0.832,5152,979,0,Transit
TOI-286 c,39.361826,0.213,3.72,1.88,0.832,5152,475,0,Transit
TOI-5005 b,6.3085044,0.06614,32.7,6.25,0.97,5749,1040,NA,Transit
TOI-2420 b,5.842641,0.0684,294.62693329,15.02003414,1.158,NA,1571.6,0.055,Transit
TOI-2485 b,11.23479,0.1093,766.60211768,12.1393261,1.163,NA,1134,0.0341,Transit
TOI-6651 b,5.056973,0.0633,61,5.09,1.323,5940,1493,0.091,Transit
TOI-6054.01,7.501428,0.0763,12.5,2.64,1.107,6047,1360,0.164,Transit
TOI-6054.02,12.563636,0.1079,9.3,2.82,1.107,6047,1143,0.332,Transit
TOI-2458 b,3.73659,0.0482,13.31,2.83,1.05,6005,1509.4,0.087,Transit
NGTS-33 b,2.827972,0.048,1153.71711741,18.38272835,1.6,7437,1991,0,Transit
TOI-4994 b,21.491984,0.1515,88.99195396,8.54124329,1.005,5640,717.6,0.319,Transit
TOI-406 c,3.307441,0.0322,2.08,1.32,0.408,3392,584,0.032,Transit
TOI-6383 A b,1.79058695,0.02292,331,11.29,0.458,3444,745,0.05,Transit
TOI-5688 A b,2.94815527,0.03379,124,10.3,0.6,3713,742,0.128,Transit
TOI-4504 c,82.97213,0.3569,1197.32317485,11.09689089,0.89,5315,NA,0.032,Transit
TOI-5108 b,6.753581,0.073,32,6.6,1.1,5808,1180,NA,Transit
TOI-5786 b,12.779107,0.114,73,8.54,1.23,6235,1040,NA,Transit
TOI-6038 A b,5.8267311,0.069,78.5,6.41,1.291,6110,1439,NA,Transit
TOI-1295 b,3.1968838,0.047,451.31633794,15.69257298,1.38,6280,2360,0.024,Transit
TOI-2580 b,3.39775,0.048,200.23189641,17.37392009,1.33,6120,2410,0.08,Transit
TOI-6016 b,4.023687,0.055,371.85923619,13.67495645,1.31,6110,1890,0,Transit
TOI-6130 b,2.3926789999999998,0.036,333.71982735,14.3474953,1.31,6110,1750,0.036,Transit
GJ 341 b,7.57686,NA,4,0.88,0.48,3770,NA,0,Transit
TOI-2295 b,30.033302,0.1992,278.09985612,16.47720163,1.168,5730,747,0.334,Transit
TOI-2537 b,94.1022,0.3715,415.40172795,11.25381662,0.771,4870,338,0.364,Transit
TOI-5110 b,30.158577,0.2157,921.7023803,11.98240037,1.469,6160,976,0.745,Transit
TOI-6628 b,18.18424,0.134,235.19302118,10.98480109,0.97,5463,833,0.67,Transit
TOI-3837 b,11.88865,0.099,187.51876013,10.87271128,0.89,5905,1178,0.221,Transit
TOI-5027 b,10.24368,0.093,642.01338214,10.76062147,1.02,5909,1056,0.385,Transit
TOI-2328 b,17.10197,0.127,50.85254512,9.97599282,0.95,5525,842,0.057,Transit
TOI-512 b,7.18886,NA,3.57,1.54,0.74,5277,1009,0.02,Transit
TOI-2443 b,15.66858,0.105,4.8,2.363,0.642,4375,519,0.301,Transit
TOI-1453 b,4.3135225,NA,2.32,1.173,0.715,4975,944.2,0,Transit
TOI-1453 c,6.5886982,NA,2.95,2.224,0.715,4975,819.8,0,Transit
TOI-7041 b,9.691,NA,114.41822652,11.43316031,1.07,4700,NA,0.04,Transit
ZTF J1230-2655 b,0.23597766,NA,7024.0077947,13.78704626,0.646,10000,NA,NA,Transit
ZTF J1828+2308 b,0.1120067,NA,6356.56814,11.13051784,0.61,15900,NA,NA,Transit
KOI-1843.03,0.1768913,NA,8,0.61,0.46,3584,NA,NA,Transit
WASP-102 b,2.709813,0.041,197.68926915,14.90794433,1.08,5990,1671,0,Transit
WASP-116 b,6.6132,0.065,203.41018048,13.67495645,1.25,6250,1414,0,Transit
WASP-149 b,1.332813,0.024,314.96795134,15.24421375,1.05,5750,1855,0,Transit
WASP-154 b,3.811678,0.044,198.96058278,10.76062147,0.8,4774,994,0,Transit
WASP-155 b,3.110413,0.043,276.8285425,13.45077684,1.09,5660,1468,0,Transit
WASP-188 b,5.748916,0.072,458.6263913,14.81827249,1.5,6850,1666,0,Transit
WASP-194 b,3.183387,0.047,373.13054982,15.47960235,1.29,6405,1693,0,Transit
WASP-195 b,5.051928,0.063,33.05415433,10.31226224,1.3,6300,1522,0,Transit
WASP-197 b,5.167228,0.065,403.32424848,14.44837612,1.36,6050,1665,0,Transit
TOI-3493 b,8.1594667,NA,8.97,3.22,1.023,5844,1102,NA,Transit
TOI-6324 b,0.279221,NA,1.17,1.059,0.269,3247,1216,0,Transit
TOI-2005 b,17.305904,0.16,2034.1018048,11.99360935,1.59,7130,NA,0.597,Transit
HD 35843 c,46.9622,0.25,11.32,2.54,0.94,5666,479,0.153,Transit
TOI-1803 b,6.293287,0.06,10.32,2.99,0.756,4687,747,0,Transit
TOI-1803 c,12.885779,0.097,8,4.29,0.756,4687,588,0,Transit
TOI-5573 b,8.79758977,0.0712,112,9.75,0.619,3790,528,0.072,Transit
TOI-6695 b,80.389,0.402,66.74396547,9.52763359,1.338,6400,599,0.04,Transit
TOI-6894 b,3.37077196,0.02604,53.39517238,9.5836785,0.207,3007,417.9,0.029,Transit
TOI-2969 b,1.8237146,0.0261,368.68095212,12.32987877,0.71,4738,1186,0,Transit
TOI-2989 b,3.122832,0.0384,953.485221,12.55405838,0.77,4672,1001,0,Transit
TOI-5300 b,2.262196,0.0295,190.6970442,9.86390302,0.67,4610,1043,0,Transit
TOI-1117 b,2.22816,0.033,8.9,2.46,0.97,5635,1538,0,Transit
TOI-5882 b,7.148972,0.0804,6995.40323807,11.46678726,1.334,5920,1515,0.0339,Transit
TOI-4465 b,101.94054,0.416,1872.00931723,14.01122587,0.93,5545,427,0.24,Transit
TOI-5800 b,2.6278838,0.0344,9.5,2.46,0.778,4850,1108,0.3,Transit
KOI-134 b,67.1277,0.363,346.43296363,12.03844527,1.407,6160,659,0.16,Transit
TOI-2346 b,3.3312029,0.0473,394.10722468,16.11851425,1.271,6480,1689,0.086,Transit
TOI-2382 b,4.6612061,0.059,235.19302118,12.25141591,1.26,6033,1426,0.18,Transit
TOI-2876 b,6.2996431,0.0654,54.03082919,9.6397234,0.939,5271,929,0.13,Transit
TOI-2886 b,1.60200105,0.02871,444.9597698,18.6405349,1.229,6240,1978,0.11,Transit
TOI-2986 b,3.2783662,0.04489,96.61983573,9.292245,1.122,5906,1622,0.14,Transit
TOI-2992 b,3.007812,0.0434,1058.36859531,13.75341932,1.21,6000,1726,0.089,Transit
TOI-3135 b,3.7065585,0.04756,327.36325921,13.65253849,1.044,5890,1292,0.24,Transit
TOI-3464 b,3.6515568,0.0515,397.28550875,13.7646283,1.363,6370,1693,0.25,Transit
TOI-3474 b,3.8795105,0.0502,193.87532827,14.67255574,1.121,6020,1451,0.13,Transit
TOI-3486 b,2.21778105,0.03138,99.16246298,10.5700688,0.837,4930,1190,0.078,Transit
TOI-3593 b,3.8212867,0.0481,565.73456446,11.02963701,1.015,5550,1170,0.105,Transit
TOI-3682 b,3.3462406,0.048,69.28659273,12.80065596,1.32,5703,1657,0.22,Transit
TOI-3856 b,2.04360352,0.0325,171.62733978,13.59649359,1.096,5622,1544,0.083,Transit
TOI-3877 b,4.123596,0.0529,99.7981198,11.67975789,1.16,5731,1445,0.22,Transit
TOI-3980 b,3.6089254,0.0494,187.51876013,14.4595851,1.24,5840,1621,0.16,Transit
TOI-4214 b,3.4913885,0.05018,165.27077164,10.68215861,1.382,6370,1642,0.17,Transit
TOI-4734 b,6.235633,0.074,61.65871096,10.9175472,1.391,6070,1468,0.12,Transit
TOI-4794 b,3.5658116,0.0492,308.29355479,14.35870428,1.25,6390,1673,0.1,Transit
TOI-4961 b,7.479182,0.0726,572.0911326,12.34108775,0.912,5380,919,0.182,Transit
TOI-5210 b,4.5661061,0.0557,81.99972901,10.72699453,1.105,5723,1286,0.066,Transit
TOI-5322 b,5.4233207,0.0604,184.02264765,16.6117094,0.998,5692,1350,0.055,Transit
TOI-5340 b,4.9394392,0.0628,270.15414595,15.07607904,1.35,5990,1566,0.13,Transit
TOI-5592 b,2.6085846,0.03935,285.72773789,17.14974047,1.194,6237,1789,0.062,Transit
TOI-2031 A b,5.71548654,0.066,254.2627256,14.20177855,1.174,6490,1358,0.076,Transit
TOI-2169 A b,8.2148282,0.0896,329.58805806,12.50922246,1.42,6270,1364,0.045,Transit
TOI-3160 A b,3.971281,0.0505,378.21580433,13.7646283,1.088,6190,1539,0.18,Transit
TOI-3523 A b,2.30458952,0.03559,435.42491759,15.9727975,1.131,6450,1984,0.047,Transit
TOI-4487 A b,3.9540709,0.05448,397.28550875,14.60530185,1.378,6206,1639,0.083,Transit
TOI-5181 A b,3.8922295,0.0522,330.54154328,13.34989601,1.25,6060,1585,0.15,Transit
TOI-5386 A b,3.62156552,0.04856,155.10026262,14.70618268,1.165,6094,1488,0.072,Transit
TOI-1238 b,0.764597,0.0139,3.76,1.21,0.59,4089,1133,0.25,Transit
TOI-1238 c,3.294736,0.037,8.32,2.11,0.59,4089,695,0.15,Transit
HD 135344 A b,NA,16.5,3178.28407,16.25302201,NA,9540,1585,0.5,Imaging
TOI-201 c,2800,4.28,4513.1633794,11.13051784,1.316,NA,NA,0.643,Transit Timing Variations
TOI-1011 b,2.470498,NA,4.04,1.45,0.91,5475,NA,0,Transit
TOI-5795 b,6.1406325,0.064,23.66,5.62,0.901,5715,1136.78,0.25,Transit
Ross 176 b,5.0066338,0.0464,4.57,1.84,0.577,4041,682,0.25,Transit
TOI-7149 b,2.65206166,0.02603,224,13.2,0.344,3363,593,0.078,Transit
TOI-5817 b,15.61031,0.1223,10.3,3.08,0.97,5770,950,0.2,Transit
TOI-1438 b,5.13967,0.0553,9.4,3.04,0.876,5230,971,0,Transit
TOI-1438 c,9.428089,0.083,10.6,2.75,0.876,5230,794,0,Transit
HD 224018 b,10.6413,0.0952,4.1,0.91,1.013,5784,968,0.06,Radial Velocity
HD 224018 c,36.57669,0.217,10.4,2.42,1.013,5784,641,0.02,Transit
HD 224018 d,138.0731,0.53,4.2,2.4,1.013,5784,411,0.04,Transit
TOI-2322 b,11.30717,0.0924,2.31,0.994,0.703,4664,603.1,0,Transit
TOI-2322 c,20.225528,0.1362,18.1,1.874,0.703,4664,496.8,0,Transit
TOI-6303 b,9.485236,0.0761,2493,11.59,0.644,3977,541,0.02,Transit
TOI-6330 b,6.8500246,0.05763,3179,10.89,0.531,3539,495,0.34,Transit
TOI-4773 b,1.7452851,0.03216,1687.66884117,15.22179579,1.452,6740,2255,0.024,Transit
TOI-5261 b,4.1509768,0.05134,3651.84839643,11.60129502,1.037,5790,1244,0.1585,Transit
TOI-5350 b,7.581367,0.0796,2094.48920213,12.41955062,1.167,6220,1195,0.0165,Transit
TOI-6420 b,6.961508,0.0753,2606.1929374,11.93756445,1.165,6020,1213,0.078,Transit
TOI-1203 b,4.1572888,0.04869,3.51,1.52,0.886,5737,1361.2,0.067,Radial Velocity
TOI-1203.01,25.502672,0.1632,7.39,2.918,0.886,5737,743.6,0.032,Transit
TOI-2449 b,106.14468,0.45,222,11.24,1.079,6021,400,0.098,Transit
NGTS-31 b,4.162734,0.064,355.96781584,18.04645893,0.96,5710,1410,0,Transit
NGTS-32 b,3.31211,0.044,181.16219199,15.91675259,1.07,5680,1750,0,Transit
HD 143811 AB b,117000,63,1938.7532827,15.69257298,1.32,6791,NA,0.19,Imaging
TOI-756 b,1.2392495,0.018,9.83,2.81,0.505,3657,934,0,Transit
TOI-283 b,17.61745,0.123,6.54,2.34,0.8,5213,661,0,Transit
TOI-2093 c,53.81149,0.257,15.8,2.3,0.745,4426,329,0,Transit
TOI-2345 b,1.0528573,0.01705,3.49,1.504,0.727,4687,1478,NA,Transit
TOI-2345 c,21.064302,0.1257,7.27,2.451,0.727,4687,544,NA,Transit
TOI-1422 c,34.5633,0.205,14,2.61,NA,NA,628,0.2,Radial Velocity
TOI-521 b,1.54285047,0.0195,5.3,1.98,0.42,3544,794,0,Transit
TOI-912 b,4.6780691,0.041,5.1,1.93,0.418,3572,551,0.58,Transit
TOI-7510 b,11.530869,0.1019,18.1,7.31,1.063,5720,878,0.0572,Transit
TOI-7510 c,22.5687423,0.1595,131,10.81,1.063,5720,702,0.0091,Transit
TOI-7510 d,48.864468,0.2672,190,10.52,1.063,5720,542.4,0.04,Transit
CD-35 2722 b,NA,67,9375.9380065,17.37392009,NA,3689,NA,NA,Imaging
TOI-333 b,3.7852503,0.049,20.1,4.26,1.2,6241,1445,0,Transit
TOI-1472 c,15.5381747,0.116,21.13,3.334,0.87,5100,662,0.172,Radial Velocity
TOI-1648 b,7.331602,0.0694,7.4,2.54,0.83,4850,799,0.178,Transit
TOI-6041 b,26.04945,0.1651,28.9,4.55,0.885,5445,605.6,NA,Transit
V2376 Ori b,NA,71,6356.56814,87.20586985,0.45,NA,2100,NA,Imaging
NGTS-34 b,43.12655,0.257,19.1,3.65,1.266,6134,624,NA,Transit
TOI-4940 b,25.867811,0.165,89,6.61,1.012,5504,643,NA,Transit
NGTS-35 b,25.241192,0.16,152,10.9,0.789,4717,451,0.192,Transit
TOI-3288 b,1.4338635,0.0215,670.61793877,11.2089807,0.64,3933,1059,0,Transit
TOI-4666 b,2.9089168,0.0333,222.4798849,12.44196858,0.58,3512,713,0,Transit
TOI-4507 b,104.61611,0.456,20,8.2,1.11,6260,NA,0.09,Transit
TOI-5349 b,3.317921,0.0369,127.4,10.2,0.61,3751,719,0.03,Transit
TOI-5789 c,12.927748,0.1009,5,2.86,0.821,5185,718,0.067,Transit
TOI-5422 b,5.377219,0.0619,8899.195396,9.10169233,1.066,5820,1369,0.094,Transit
TOI-1243 b,4.6594779,NA,7.7,2.33,0.515,3515,450,NA,Transit
TOI-4529 b,5.879577,NA,4.9,1.77,0.482,3697,511,NA,Transit
TOI-1774.01,16.70988,NA,8.5,2.78,0.991,5746,824,0.05,Transit
TOI-5788 b,6.340758,0.064,3.72,1.528,0.87,5615,910,0.061,Transit
TOI-5788 c,16.213362,0.1197,6.4,2.272,0.87,5615,667,0.046,Transit
TOI-6692 b,131.125,0.512,197.05361234,11.67975789,1.047,5890,467,0.537,Transit
TOI-4495 b,2.56699,0.03957,7.7,2.483,1.247,6210,1735,0.078,Transit
TOI-375 b,9.45469,0.099,236.78216321,10.77183045,1.441,5259.9,1373,0.087,Transit
TOI-5734 b,6.1841876,0.05921,9.1,2.1,0.724,4750,688,NA,Transit
LHS 1903 b,2.1555098,0.02656,3.28,1.382,0.538,3664,796,0.015,Transit
LHS 1903 c,6.226185,0.05387,4.55,2.046,0.538,3664,559,0.089,Transit
LHS 1903 d,12.566287,0.08604,5.96,2.5,0.538,3664,442,0.112,Transit
LHS 1903 e,29.31773,0.15135,5.79,1.732,0.538,3664,333,0.014,Transit
TOI-4336 A c,7.587266,0.05092,1.55,1.251,0.306,3307,399.5,0,Transit
TOI-1080 b,3.9652482,0.0272,10.7,1.2,0.1667,3065,368,NA,Transit
TOI-3862 b,1.55745774,0.02539,53.7,5.53,0.9,5300,1539,0.0232,Transit
